"Time","Proteobacteria","Bacteroidota","Firmicutes_A","Firmicutes_D","Firmicutes_C","Actinobacteriota","Desulfobacterota_I","Cyanobacteria","Verrucomicrobiota","Bacteria_Kingdom","Campylobacterota","Fusobacteriota","Synergistota"
339,0.00544444444444444,0.111333333333333,0.659888888888889,0.198722222222222,0.0165555555555556,0.00572222222222222,0.00188888888888889,0,0,0.000444444444444444,0,0,0
340,0.0122777777777778,0.382777777777778,0.514333333333333,0.0738333333333333,0.0124444444444444,0.00222222222222222,0.00161111111111111,0.000222222222222222,0,0.000222222222222222,0,5.55555555555556e-05,0
341,0.00355555555555556,0.208166666666667,0.635722222222222,0.142166666666667,0.00666666666666667,0.0035,0.000166666666666667,0,0,5.55555555555556e-05,0,0,0
342,0.0025,0.108666666666667,0.742333333333333,0.105777777777778,0.0143333333333333,0.0261111111111111,0.000277777777777778,0,0,0,0,0,0
343,0.00683333333333333,0.244555555555556,0.626888888888889,0.0946666666666667,0.0192777777777778,0.00594444444444444,0.00138888888888889,0,0,0.000444444444444444,0,0,0
344,0.00772222222222222,0.282777777777778,0.548444444444444,0.113333333333333,0.0396111111111111,0.00744444444444444,0.000666666666666667,0,0,0,0,0,0
345,0.0137222222222222,0.355444444444444,0.520722222222222,0.0816111111111111,0.0148333333333333,0.0119444444444444,0.00116666666666667,0,0,5e-04,0,0,0
346,0.00955555555555556,0.488055555555556,0.372777777777778,0.0812777777777778,0.0368333333333333,0.0075,0.00366666666666667,0,0,0.000277777777777778,0,5.55555555555556e-05,0
347,0.0151111111111111,0.291611111111111,0.562388888888889,0.103555555555556,0.0160555555555556,0.00933333333333333,0.00183333333333333,0,0,0.000111111111111111,0,0,0
348,0.0188333333333333,0.153722222222222,0.640888888888889,0.143944444444444,0.0173333333333333,0.0232777777777778,0.000666666666666667,0,0,0.00111111111111111,0,0,0
349,0.0015,0.0828333333333333,0.739277777777778,0.128388888888889,0.0333333333333333,0.0138888888888889,0.000111111111111111,0,0,0.000666666666666667,0,0,0
350,0.00238888888888889,0.0992222222222222,0.651666666666667,0.224611111111111,0.0103888888888889,0.0114444444444444,0.000277777777777778,0,0,0,0,0,0
351,0.0065,0.0385,0.779666666666667,0.155277777777778,0.00216666666666667,0.0177222222222222,0,5.55555555555556e-05,0,0.000111111111111111,0,0,0
352,0.00261111111111111,0.135388888888889,0.679166666666667,0.143055555555556,0.0287222222222222,0.0107222222222222,0.000333333333333333,0,0,0,0,0,0
353,0.00294444444444444,0.458722222222222,0.409444444444444,0.0999444444444444,0.0197777777777778,0.00594444444444444,0.00283333333333333,0,0,0.000388888888888889,0,0,0
354,0.00427777777777778,0.296388888888889,0.583611111111111,0.0961666666666667,0.0123888888888889,0.00627777777777778,0.000555555555555556,0,0,0.000222222222222222,0,0,0
355,0.00305555555555556,0.456222222222222,0.477833333333333,0.0314444444444444,0.0135555555555556,0.0135555555555556,0.00411111111111111,0,0,0.000222222222222222,0,0,0
356,0.00105555555555556,0.112,0.749222222222222,0.0965,0.0146666666666667,0.0244444444444444,5.55555555555556e-05,0,0,0.00205555555555556,0,0,0
357,0.00288888888888889,0.1585,0.652722222222222,0.153388888888889,0.0173333333333333,0.00877777777777778,0.00427777777777778,0,0,0.00211111111111111,0,0,0
358,0.000666666666666667,0.282777777777778,0.6175,0.0876666666666667,0.00516666666666667,0.00561111111111111,0,0,0,0.000611111111111111,0,0,0
359,0.00272222222222222,0.397555555555556,0.495222222222222,0.078,0.0169444444444444,0.00844444444444445,0.000388888888888889,0,0,0.000722222222222222,0,0,0
360,0.00622222222222222,0.0381666666666667,0.731111111111111,0.207,0.00361111111111111,0.0132222222222222,0.000111111111111111,0,0,0.000555555555555556,0,0,0
361,0.0205555555555556,0.0417777777777778,0.603388888888889,0.293166666666667,0.00522222222222222,0.0184444444444444,0.00233333333333333,0,0,0.0151111111111111,0,0,0
362,0.0172222222222222,0.0567222222222222,0.629388888888889,0.2585,0.00466666666666667,0.0191666666666667,0.0025,0,0,0.0117777777777778,0,0,0
363,0.0133888888888889,0.0674444444444444,0.672722222222222,0.209388888888889,0.00438888888888889,0.0218888888888889,0.00188888888888889,0,0,0.00888888888888889,0,0,0
364,0.00144444444444444,0.0878888888888889,0.738111111111111,0.141555555555556,0.00288888888888889,0.0223888888888889,0.00116666666666667,0,0,0.00455555555555556,0,0,0
