"Time","Phocaeicola_A_858004","Faecalibacterium","Bacteroides_H","Lachnospira","unknown_Genus_4","Phascolarctobacterium_A","Mesosutterella","Blautia_A_141781","Akkermansia","unknown_Genus_55","other"
149,0.3415,0.129833333333333,0.187166666666667,0.134111111111111,0.0214444444444444,0.0208333333333333,0.00677777777777778,0.0277777777777778,0.007,0.00133333333333333,0.122222222222222
150,0.400166666666667,0.0947222222222222,0.229333333333333,0.0541666666666667,0.00972222222222222,0.0225555555555556,0.0188888888888889,0.0168333333333333,0.00811111111111111,0,0.1455
151,0.353555555555556,0.121,0.278944444444444,0.094,0.0198888888888889,0.0161666666666667,0.0123888888888889,0.0112222222222222,0.0113333333333333,0,0.0815
152,0.248111111111111,0.145222222222222,0.145777777777778,0.0650555555555556,0.0597222222222222,0.0173333333333333,0.0113888888888889,0.0523333333333333,0.0459444444444444,0.00233333333333333,0.206777777777778
153,0.431722222222222,0.0811666666666667,0.184166666666667,0.0754444444444444,0.0190555555555556,0.0296111111111111,0.00972222222222222,0.00883333333333333,0.0274444444444444,0.000166666666666667,0.132666666666667
154,0.472388888888889,0.0958888888888889,0.165222222222222,0.0707222222222222,0.0152222222222222,0.0285555555555556,0.0118333333333333,0.0121111111111111,0.00905555555555556,5.55555555555556e-05,0.118944444444444
155,0.476666666666667,0.110166666666667,0.161833333333333,0.0680555555555555,0.0145,0.0269444444444444,0.0118888888888889,0.0158888888888889,0.00116666666666667,0,0.112888888888889
156,0.349388888888889,0.0678888888888889,0.206111111111111,0.0402222222222222,0.0226111111111111,0.0292222222222222,0.00327777777777778,0.0309444444444444,0.0722777777777778,0.0122222222222222,0.165833333333333
157,0.406722222222222,0.0531666666666667,0.233277777777778,0.0456666666666667,0.0262777777777778,0.0372222222222222,0.006,0.0288888888888889,0.0259444444444444,0,0.136833333333333
158,0.421833333333333,0.0964444444444444,0.172166666666667,0.0318888888888889,0.0167777777777778,0.0255555555555556,0.0115555555555556,0.0305555555555556,0.0327777777777778,0,0.160444444444444
159,0.369555555555556,0.0935,0.204111111111111,0.0461111111111111,0.0265555555555556,0.0236666666666667,0.0149444444444444,0.0157222222222222,0.0442777777777778,0.000111111111111111,0.161444444444444
160,0.389222222222222,0.0756666666666667,0.224333333333333,0.0425555555555556,0.02,0.0241666666666667,0.0145,0.0151666666666667,0.0476111111111111,0.000111111111111111,0.146666666666667
161,0.4095,0.0597777777777778,0.236,0.037,0.0131111111111111,0.0243333333333333,0.0141111111111111,0.0165,0.0507777777777778,5.55555555555556e-05,0.138833333333333
162,0.416888888888889,0.061,0.229333333333333,0.0377777777777778,0.0174444444444444,0.0227777777777778,0.0136666666666667,0.0165555555555556,0.0475,0.000166666666666667,0.136888888888889
163,0.420777777777778,0.0617777777777778,0.217277777777778,0.0390555555555556,0.0268888888888889,0.0208888888888889,0.0144444444444444,0.0177777777777778,0.043,0.000277777777777778,0.137833333333333
164,0.430111111111111,0.0632222222222222,0.202111111111111,0.0427222222222222,0.0385,0.0175555555555556,0.014,0.0178333333333333,0.0367222222222222,0.000333333333333333,0.136888888888889
165,0.441388888888889,0.0675,0.186166666666667,0.0438888888888889,0.0480555555555556,0.0155555555555556,0.0149444444444444,0.0199444444444444,0.0276666666666667,0.000611111111111111,0.134277777777778
166,0.453333333333333,0.0723333333333333,0.179333333333333,0.0440555555555556,0.0515555555555556,0.0140555555555556,0.0166666666666667,0.0178333333333333,0.0183888888888889,5e-04,0.131944444444444
167,0.436444444444444,0.146111111111111,0.202111111111111,0.0244444444444444,0.0191111111111111,0.0383888888888889,0.0287222222222222,0.0140555555555556,0.000888888888888889,0,0.0897222222222222
168,0.426277777777778,0.128333333333333,0.240888888888889,0.0241111111111111,0.0185,0.0350555555555556,0.0240555555555556,0.013,0.00138888888888889,0,0.0883888888888889
169,0.405888888888889,0.102555555555556,0.285833333333333,0.0256666666666667,0.0158333333333333,0.0323888888888889,0.0213888888888889,0.0132777777777778,0.00333333333333333,0,0.0938333333333333
170,0.385277777777778,0.0862222222222222,0.315777777777778,0.0307777777777778,0.0144444444444444,0.0311111111111111,0.0151111111111111,0.0148333333333333,0.00366666666666667,0,0.102777777777778
171,0.378722222222222,0.0704444444444444,0.324333333333333,0.0384444444444444,0.014,0.0295555555555556,0.0107777777777778,0.0161666666666667,0.00477777777777778,0,0.112777777777778
172,0.441333333333333,0.0785555555555556,0.198555555555556,0.086,0.0035,0.0290555555555556,0.00916666666666667,0.0260555555555556,0.000388888888888889,0,0.127388888888889
173,0.359833333333333,0.148611111111111,0.243833333333333,0.0397222222222222,0.0195555555555556,0.0174444444444444,0.00644444444444444,0.0258888888888889,0.00205555555555556,0,0.136611111111111
174,0.417555555555556,0.108388888888889,0.0932777777777778,0.0888333333333333,0.0547777777777778,0.0248888888888889,0.00805555555555556,0.0165555555555556,0.0309444444444444,0.000277777777777778,0.156444444444444
175,0.400666666666667,0.0903333333333333,0.117888888888889,0.0818333333333333,0.0469444444444444,0.0312222222222222,0.00733333333333333,0.0153333333333333,0.0615555555555556,0.000833333333333333,0.146055555555556
176,0.395031195548311,0.0684615816986117,0.155584284188635,0.0617728064751841,0.0360294530942611,0.0273733910404137,0.00567702771064021,0.0174245404980046,0.0680119161373728,0.00320386712382665,0.161429936484739
177,0.383890746934225,0.0442586399108138,0.196488294314381,0.0310479375696767,0.0235785953177258,0.0193422519509476,0.00351170568561873,0.0221850613154961,0.0707357859531773,0.00674470457079153,0.198216276477146
178,0.379555555555556,0.0296666666666667,0.216055555555556,0.0106111111111111,0.0178888888888889,0.0151666666666667,0.0025,0.0293888888888889,0.0715555555555556,0.00855555555555556,0.219055555555556
179,0.404722222222222,0.0440555555555556,0.293944444444444,0.00472222222222222,0.0252222222222222,0.0227222222222222,0.00388888888888889,0.0462777777777778,0.0197777777777778,0.00666666666666667,0.128
180,0.326333333333333,0.0712777777777778,0.370111111111111,0.0186111111111111,0.0147222222222222,0.0299444444444444,0.0107222222222222,0.0119444444444444,0.0265,0,0.119833333333333
181,0.390444444444444,0.107722222222222,0.149111111111111,0.0256666666666667,0.0417777777777778,0.0321111111111111,0.0121666666666667,0.0317777777777778,0.0342222222222222,0.000833333333333333,0.174166666666667
182,0.461277777777778,0.0418888888888889,0.211777777777778,0.0180555555555556,0.0302777777777778,0.0183333333333333,0.00966666666666667,0.0128888888888889,0.00716666666666667,0,0.188666666666667
183,0.467111111111111,0.0382222222222222,0.287444444444444,0.00816666666666667,0.0154444444444444,0.0335,0.0303333333333333,0.0205,0.000666666666666667,0,0.0986111111111111
184,0.428777777777778,0.0622777777777778,0.296555555555556,0.00505555555555556,0.0123888888888889,0.0309444444444444,0.0273888888888889,0.0102777777777778,0.004,0.00127777777777778,0.121055555555556
185,0.376055555555556,0.132388888888889,0.254222222222222,0.0221666666666667,0.018,0.0176666666666667,0.0103888888888889,0.0163888888888889,0.0197777777777778,0,0.132944444444444
