"measurementid","Clostridium-hiranonis","Clostridium-difficile","Proteus-mirabilis","Clostridium-scindens","Ruminococcus-obeum","Clostridium-ramosum","Bacteroides-ovatus","Akkermansia-muciniphila","Parabacteroides-distasonis","Bacteroides-fragilis","Bacteroides-vulgatus","Enterococcus-faecalis","Klebsiella-oxytoca","Lactobacillus-reuteri","Roseburia-hominis","Escherichia-coli"
28.75,0.000972273986809483,6.48182657872989e-05,0.0115862650094797,0.0026899580301729,0.0223460971301713,0.0619338529597641,0.291471536679036,0.354539709290078,0.0299136296608384,0.0666169726628964,0.0555492537797151,1.62045664468247e-05,0.0170147947691659,0,0.0420508499295101,0.0432337832801283
29,0.000683346191998237,0.000462911936514934,0.0086851096660421,0.0025570373636063,0.0196186487380139,0.0585252948308167,0.324324920092582,0.354083544582828,0.0331312685991403,0.0714206987765899,0.0518461368896727,2.20434255483302e-05,0.0145045740108013,0,0.0266064146368346,0.0335280502590102
30,0.000860528231945456,0.00240506608415525,0.0145848502901525,0.00728139273184616,0.00955406985724057,0.0454535425078882,0.258158469583637,0.36276781183116,0.0256393283466826,0.116083052006796,0.0475717658480616,4.41296529202798e-05,0.0236976236181902,0,0.0199907327728867,0.0659076366364379
31,0,0.022003508088092,0.00450204638472033,0.000389787565776652,0.00150068212824011,0.114129799259404,0.18281036834925,0.307269538101735,0.00204638472032742,0.23521730656792,0.0086727733385305,0.000389787565776652,0.0132527772364062,0,0.0103878386279478,0.0973884233092964
32,0,0.0100260446677576,0.00251227326157605,0.00172862839099269,0.00836656141240464,0.129577984188812,0.170004840159495,0.287459377232812,0.000115241892732846,0.166524534998963,0.0934150782492452,0.000253532164012262,0.0315532302302533,2.30483785465693e-05,0.0232097171963952,0.0752068591974555
34,0,0.00846232687708602,0.0017082336863683,0.00176079472287194,0.0248876507844735,0.070484349951381,0.208798717510709,0.357625292370766,5.25610365036399e-05,0.0852540012089038,0.125752279834958,0.000446768810280939,0.0168720927176684,5.25610365036399e-05,0.0358203463772306,0.0619694620377914
36,0,0.0302571860816944,0.00342618136513304,0.00202456171576043,0.0254293850671887,0.0865889472279078,0.17771647236807,0.337590104120317,0.000645189997330248,0.0974236895968675,0.132842395657204,0.00102340482335143,0.012748064430008,0,0.0324152353831094,0.0598691821660586
38,0,0.0399593633592956,0.00497375550287843,0.000740772096173383,0.0175457162207924,0.0917499153403319,0.18455807653234,0.340204876396885,0.00188367761598375,0.119560616322384,0.124386217406028,0.000105824585167626,0.00778868946833728,0,0.0298636979343041,0.0366788012190992
42,0,0.0356751346456318,0.00986606930079596,0.0024784328678328,0.0249273151899338,0.0973976454887756,0.192269195939183,0.313092798246032,0.00274057480577665,0.124374434011725,0.117415757113579,0.000142986511605739,0.00641056193699061,0,0.0439921834040322,0.0292169105381059
45,0,0.0194463000074223,0.0111519334966229,0.00157722853113635,0.0210977510576709,0.0783418689230312,0.219828545980851,0.346544941735323,0.00927781488903733,0.130631633637646,0.103614636680769,0.000185556297780747,0.00836858902991167,0,0.0328434647071922,0.0170897350256068
49,0,0.0141669814884775,0.00923477311841498,0.00132225160559124,0.0126348486756496,0.0490702262519414,0.226398858246233,0.413109180204005,0.013117575452294,0.0958527473450027,0.0945514838601352,0.000188893086513034,0.0124879318305839,0,0.0281660580111657,0.0296981908239936
52,0,0.00673972320831404,0.00939788376121144,0.00137195383375349,0.024249284011593,0.0809109773456123,0.245699782202329,0.373634477199842,0.0169436298468557,0.0990379173740804,0.0787501500574506,0.000188643652141105,0.013290802764487,0,0.023820548438545,0.0259642263037849
56,0,0.00784995206136146,0.00812959411952701,0.00249680409076382,0.0308005752636625,0.0544303291786513,0.247603068072867,0.385007190795781,0.0159395973154362,0.130732662192394,0.0437240332374561,0.000599232981783317,0.0123641738574624,1.99744327261106e-05,0.0281240012783637,0.0321788111217641
