"measurementid","Clostridium-hiranonis","Clostridium-difficile","Proteus-mirabilis","Clostridium-scindens","Ruminococcus-obeum","Clostridium-ramosum","Bacteroides-ovatus","Akkermansia-muciniphila","Parabacteroides-distasonis","Bacteroides-fragilis","Bacteroides-vulgatus","Enterococcus-faecalis","Klebsiella-oxytoca","Lactobacillus-reuteri","Roseburia-hominis","Escherichia-coli"
28.75,0.00100278824047351,0,0.0130851636256909,0.00176099398327056,0.0180012718289879,0.0697060118377929,0.260993983270557,0.314459717262633,0.0340703419263318,0.111700826688842,0.0803698087364868,2.44582497676466e-05,0.0287139852272171,0,0.0359291689086729,0.0301814802132759
29,0.00101682851187147,0.000508414255935736,0.0112359550561798,0.00228786415171081,0.018607961767248,0.0585947429965936,0.298744216787839,0.318140220651787,0.0210483501957395,0.117901265951497,0.072855762875591,2.54207127967868e-05,0.0219634958564238,2.54207127967868e-05,0.0316233667192028,0.0253444506583965
30,0.000893063870604968,0.00170343664207985,0.0153805444381967,0.00253034763338074,0.00664836437005921,0.0776304038633281,0.178480468362385,0.334683954619125,0.0159924585717593,0.161743789898455,0.0510534846029173,0.00115767538782125,0.0155459266364569,0,0.00840141567161711,0.128138127211987
31,0,0.00668476075593084,0.000670151454228656,0.000385337086181477,0.00340101863021043,0.0891804047714784,0.129422999597909,0.298150381986329,0.00103873475405442,0.356470312290578,0.0102030558906313,0.000150784077201448,0.0130344457847474,0,0.00455702988875486,0.0865835678863423
32,0,0.0312952243125905,0.00180897250361794,0.00120049993421918,0.00187475332193132,0.208327851598474,0.147776608341008,0.0940501249835548,4.93356137350349e-05,0.383091040652546,0.000296013682410209,0.000937376660965662,0.00874884883567952,0,0.000789369819760558,0.119753979739508
34,0,0.0145263909627995,0.00654093358436668,0.000860222034668571,0.0333701227033695,0.14799065117185,0.180614166071545,0.247581639940271,0.00245082126858404,0.192348893072778,0.0878075699539051,0.000340842692981887,0.00689800688177628,0,0.0174316691553593,0.0612380705057456
36,0,0.0331598226335068,0.00819356082513977,0.00131096973202236,0.0319066898014266,0.1313668787353,0.137921727395412,0.315307499518026,0.0122228648544438,0.0438403701561596,0.216483516483516,5.78368999421631e-05,0.0197802197802198,0,0.0189126662810873,0.029535376903798
38,0,0.022384412882072,0.00974194870501442,0.0012453300124533,0.0234563425130444,0.137002065040907,0.197093179059539,0.301133407948043,0.00982076706023299,0.149613001875877,0.102101297350127,0.000378328105049104,0.0146759777416965,0,0.0168040733325977,0.0145498683733468
42,0,0.0179572587560187,0.0184354594024141,0.00151705032649561,0.0269771123276829,0.103621133170635,0.226040498647846,0.328771189235539,0.0129443968075984,0.117835235142801,0.103373788008707,0.000131917419695271,0.0140492051975463,0,0.0209748697315481,0.00737088582547325
45,0,0.0153781776336437,0.0195278446141507,0.0015343306482547,0.022090874219758,0.0837605049342679,0.252868152177703,0.336994804198487,0.0231021376015622,0.124472573839662,0.0697946089200405,0.000174355755483489,0.0198242493984726,0,0.0199811695784078,0.010496216480106
49,0,0.0125507567368032,0.0101052048726467,0.00187646117878676,0.0155653992863295,0.0623385012919897,0.243970714900947,0.39776362741479,0.0235941921988434,0.11541774332472,0.0542328042328042,0.000107665805340224,0.0201950289159591,0,0.0179955703211517,0.0242863295188877
52,0,0.0102704356806793,0.00858738476838924,0.00130053934131507,0.0210763875607237,0.039035305818001,0.307061163600199,0.367478866235704,0.0246911219064377,0.125100409287381,0.0405462265233523,0.00017213020693876,0.013215774777187,0,0.0170408904869372,0.0244233638067552
56,0,0.00877208280288101,0.00887671997349192,0.00125564604733088,0.0222528382832528,0.0404945850264209,0.297675310859594,0.36408503514065,0.0250082837760067,0.123628817076786,0.0434767443888317,0.000174395284351511,0.0159571685181633,0,0.0213111037477547,0.0270312690744842
