"measurementid","Clostridium-hiranonis","Clostridium-difficile","Proteus-mirabilis","Clostridium-scindens","Ruminococcus-obeum","Clostridium-ramosum","Bacteroides-ovatus","Akkermansia-muciniphila","Parabacteroides-distasonis","Bacteroides-fragilis","Bacteroides-vulgatus","Enterococcus-faecalis","Klebsiella-oxytoca","Lactobacillus-reuteri","Roseburia-hominis","Escherichia-coli"
24,0.000836982677447801,0,0.0153197722211428,0.00179353430881672,0.0232412154184166,0.0433885841541244,0.277295350262304,0.377449295290478,0.0319846951738981,0.0851629874303137,0.0612790888845711,1.49461192401393e-05,0.0181744809960094,0,0.0228825085566533,0.0411765585065838
28,0.000957341968182458,0,0.0139847012999202,0.0014453986578441,0.0172227697217138,0.0209958233610212,0.325186540898212,0.312084095921911,0.0239429349101319,0.112722323900699,0.0808766249002769,3.7542822281665e-05,0.0230982214087944,0,0.022413064902154,0.0450138439157164
28.75,0.000760314263228801,4.00165401699369e-05,0.0153663514252558,0.00262775280449252,0.027931545038616,0.0478197655030746,0.229921700969734,0.410449652523043,0.0278114954181061,0.0843281889847804,0.05074097293548,1.33388467233123e-05,0.0186610465659139,0,0.0405634328855927,0.0429644252957889
29,0.000403651089206891,0.000260420057552833,0.00946626909204547,0.0018750244143804,0.0152475943697184,0.0178648159481243,0.298180965897993,0.416164272972304,0.0219664318545814,0.0815114780140366,0.059479941145067,2.60420057552833e-05,0.0197789033711376,0,0.0219664318545814,0.0358077579135145
30,0.00062050947093403,0.00432723709993468,0.0151208360548661,0.00805029392553886,0.00342913128674069,0.0387981711299804,0.167864141084259,0.321309601567603,0.00689092096668844,0.246440235140431,0.0465708687132593,0.00011430437622469,0.0262246897452645,0,0.0142717178314827,0.0999346832135859
31,0,0.0406280029393477,0.00224690520603697,0.000678311005596066,0.00522864733480301,0.16728845175513,0.158102990221016,0.135167599344299,0.000847888756995082,0.370470860889718,0.00394268272002713,0.000268498106381776,0.0183991860267933,0,0.00617545644678085,0.0905403877677915
32,0,0.050223371737597,0.000313504193118583,0.000674034015204953,3.13504193118583e-05,0.176455835096794,0.181801081589466,0.000532957128301591,0,0.312171800297829,0.0410690492985344,0.000564307547613449,0.036068657418293,3.13504193118583e-05,0.000297828983462654,0.199733521435849
34,0,0.053780975757372,0.00121045022023469,0.000369859789516156,0.0821761205070441,0.119649641908477,0.151070912208735,0.000756531387646683,0,0.230002353653206,0.191402441074611,6.72472344574829e-05,0.0105578158098248,1.68118086143707e-05,0.0107091220873542,0.148212904744292
36,0,0.0363253487759937,0.0024275394109561,0.000789681495130297,0.1225614927905,0.165438273229797,0.183513205229446,0.00057032552426077,2.92474627826036e-05,0.124433330408587,0.226843321341874,0.000204732239478225,0.0166271825919102,0,0.014974700944693,0.10526161855459
38,0,0.065068750469607,0.00262979938387557,0.00385703909635084,0.0609862999974954,0.115310441555839,0.284419064793248,0.000851554086207328,7.51371252535878e-05,0.122523605580184,0.232198762742004,0.000425777043103664,0.0237934229969695,0,0.0357652716207078,0.0520700278007363
42,0,0.0339830708061455,0.00831220647520884,0.00455785988390618,0.0448166465788344,0.0940664699444468,0.360043223473671,0.00984996467312248,0.00976684260837039,0.17125916074422,0.1164124516853,0.00019395148442154,0.0302287242148428,0,0.0421567405067675,0.0743388332432844
45,0,0.0340582862113963,0.0101565898216616,0.00245759025663332,0.038951718138321,0.0760330578512397,0.413875598086124,0.00245759025663332,0.0207264027838191,0.170813397129187,0.1089821661592,0.000130491518051327,0.0262505437146585,2.17485863418878e-05,0.0343410178338408,0.0607438016528926
49,0,0.0121858135704434,0.00696332204025336,0.00105788930996157,0.0244787551722753,0.0455294133401181,0.28971436988631,0.369390843231517,0.0134445679392584,0.0900277193781218,0.0745745008503288,0.000147301043159206,0.0141409001432837,0,0.0257910735567846,0.0325535305381844
52,0,0.00772812718850979,0.00629062181322259,0.000921477804671278,0.0337015149095109,0.0361710754260299,0.318880465899178,0.325723974395203,0.00765440896413608,0.127139364303178,0.0729073239055915,0,0.0117089113046897,0,0.0263542652135986,0.0248061825017508
56,0,0.00729451401690929,0.00541923590362978,0.00155743436526604,0.051061598118365,0.0756150276524061,0.326250715148433,0.256086707774458,0.0143824295976098,0.126613057021168,0.0701481151865743,9.5353124404043e-05,0.011060962430869,0,0.0276524060771725,0.0267465513953341
