Time,Phocaeicola_A_858004,Faecalibacterium,Gemmiger_A_73129,Anaerostipes,Fusicatenibacter,Blautia_A_141781,Faecalibacillus,Bacteroides_H,Agathobaculum,unknown_Genus_79
38.0,0.8724073966692281,0.863200513312492,-1.6781488666301723,-0.12051666907470393,-1.3977890124682726,-0.605412453335771,-0.8196282411262588,-1.1696035889078567,-0.7368822797010566,-4.672687589907903
39.0,1.052242523216844,0.2016043983869933,-1.7937250349719691,-0.8689109753287063,-2.0278392627172366,-0.9704786564730914,-1.9117452434022066,-0.7404724031513794,-1.6215752717641712,-4.192038316113797
40.0,0.7290843762722661,0.8965113119537433,-1.5310170653173438,-0.6386338562002192,-2.643344250252393,-0.8535739771171946,-1.2061547196964253,-0.10871191871891162,-2.2466197908194383,-4.312409736615802
41.0,0.06472000289348334,0.8200954101526463,-0.9169324359614754,-0.7888963661215471,-2.5840052581074358,-0.66813664975456,-2.154521001772135,-0.3249964741191884,-2.014278120645229,-4.7547320360492105
42.0,-0.6884577987548504,0.25528875382598226,-0.9728547971485115,-0.6741512713784816,-2.3907290541934842,-1.5971748202562819,-1.8500657566436587,-1.0841462522562395,-1.5127398074651035,-4.231943838122219
43.0,0.35220466753375246,0.92951210522076,-0.7289577394747497,-1.1543145024012498,-2.6277717396363154,-2.053942318802934,-0.7085346606606104,-0.31811443541146645,-1.0145837853023458,-4.4143209588994985
44.0,0.6524809892463657,1.0252049279257793,-1.0843193077085935,-0.9724267390073114,-2.0968171634254875,-1.2498958958678807,-0.4186326619564156,-1.080380650950226,-1.3719215866615913,-4.532269432004208
45.0,0.7235509610544519,1.012851499318499,-1.2536795547745747,-0.7849609090223173,-1.7364622943074757,-0.8540813282912394,-0.3266323697888107,-2.5449095331045055,-1.6868467269833984,-4.611454604885521
46.0,0.22670799104322947,1.1647722959180649,-0.8838816012740476,-0.16768243821110573,-1.1795243008349878,-0.45924620274186934,-0.38509456782383245,-3.1564838143105396,-1.620008297708611,-4.284762047662667
47.0,-0.19573748928576507,1.1356278216653635,-1.0305820558025154,0.14935736833892443,-0.6436598252500154,-0.25038088666827907,0.7306414204084422,-2.722801515477036,-0.6306045536055103,-3.2384146998407703
48.0,0.22695472967094643,0.9762749181255936,-0.9785513681370364,-0.20932264839398673,-1.2118281164672045,-0.4927325491579211,0.16260386811479766,-1.5648400571439254,-0.6223405496339915,-3.7218300264111965
49.0,0.5255281267500778,0.8278403402975354,-0.9309572500269012,-0.6943293486454345,-2.2628684349033175,-0.8444052850210912,-1.4722492678188486,-0.6834749416716575,-0.7363349727636113,-4.591422974608156
50.0,0.13923346788333624,0.5264715893623044,-1.3837180346476041,-0.5700500794000585,-1.8279921618610915,-1.1885633240748679,-2.5207523756721866,-0.22955838718908672,-1.5319346773780842,-5.027140676454205
51.0,0.22067292435347619,0.8834891929282771,-0.8562795814603179,-0.09547734420545106,-1.6152652888768815,-0.8930221022423726,-1.7493686800400736,-0.23700982274824023,-0.9445865891801235,-4.8333322498988815
52.0,0.3846193925400818,0.962251173489588,-0.9545951612267767,-0.6996641339408476,-1.3302300576577593,-0.5934375818118136,-1.084524623059195,-1.1418980104137328,-0.6422205256215703,-4.633168752349793
53.0,-0.46682583168905034,0.19369872496329688,-1.4314317467867268,-1.5669147666693053,-1.8659668627421293,-1.0654881629211206,-0.3738862739406097,-3.689618313668081,-2.075562775413922,-5.376010015424696
54.0,0.6126319554331898,0.9577255946774623,-1.138692348769753,-0.6935182028921831,-2.048950507487051,-0.8387594747837603,-1.5734837977670888,0.09427150814997587,-2.2382057176446395,-4.798134321377666
55.0,-0.11512666525956705,0.1852909927298645,-1.2674735558716435,-0.3037037849883186,-1.7291402269128813,-0.31909440080893536,-1.273378978035972,-0.6012898829982765,-1.7404146852411586,-4.423185860665985
56.0,-0.13832771398409882,0.02904861668102643,-1.2494900758121008,-0.4882587779504197,-1.077095674776023,-0.734377781802539,-0.8426337914283799,-1.4525502188187955,-0.8782146579067418,-5.167088736582487
57.0,-0.08140741291375808,0.835618445892556,-0.5759312312425908,-0.9360203643542044,-1.1960823990269003,-0.4646817223482522,-0.28578852482457306,-1.3521836741623232,-1.7929991605599775,-4.921285096989043
58.0,0.4732925610809937,0.5025443234226705,-1.13100855985308,-0.9815679393625643,-1.744893527539677,-0.9757606208275802,-0.8889247416039505,-0.4782181871302451,-2.6049566539223266,-4.8197784370417205
59.0,-0.6966974540585098,0.06100184363433381,-1.3099865070487469,-1.352539108284999,-1.381630513461638,-0.9122872187335118,-1.1467829021010076,-1.595254044056312,-2.4573080746115776,-5.437918262171673
60.0,0.2383529385317953,0.46100616580686316,-0.9513373374592866,-1.8926396396013365,-1.6912989310799673,-1.2689464184919605,-1.516794882348999,-0.8847828442111749,-2.7551052722799785,-4.907910145631934
61.0,0.11668456042136266,0.7016687812022193,-0.7902054884858594,-1.8962912952213438,-2.5523428115456,-1.6713659689786609,-1.889309358983647,0.10096186583242517,-2.238213446625947,-5.055408593642625
62.0,-0.13700589223490445,0.6648801426554325,-0.8458842609330952,-2.1362840082919776,-3.0847864915768675,-1.977377926995653,-2.2034268443164162,0.2450947703899644,-2.0680786089801204,-5.105663863424719
63.0,0.035734001852295805,0.50351460787411,-1.291245672104731,-1.8580218648006332,-2.344714532787383,-1.581590918459995,-1.0446898723616656,-0.1782133060160167,-2.2746368569355884,-5.11076746953994
64.0,0.1943895682711092,0.3123026834089895,-1.9834726945185637,-1.6569676005363234,-1.9749289561803394,-1.1905580222051964,-0.5815064159387526,-0.9850775189119207,-2.5252586590036037,-4.984673514706735
65.0,0.4555809974767535,0.5755733884242209,-0.9223435226412624,-1.370101173985251,-1.7296828767766428,-0.693845003818665,-0.3573029922438722,-0.8624107049385623,-1.787582044816463,-4.563087332653721
66.0,-0.8016075564518135,-0.281696489570336,-0.827473368362271,-1.411725524853696,-1.397934865537015,-0.40648328438533454,-0.6075725955812403,-1.2977693326557358,-2.135037450778433,-5.299564108849424
67.0,0.7700274144005113,0.7885816950227451,-1.4040670047863713,-0.6109360229950895,-1.5132260861141726,-0.6489035779986145,-0.2898507499152805,-0.2061012798934816,-2.3236705515623997,-4.761652158894531
68.0,0.41154939495222975,0.12041377266490438,-1.532378548429334,-2.070498864664059,-2.9958787079666305,-2.618121993266362,-1.5654107629954495,-0.6192285150798722,-2.8318882400246883,-5.316786731518683
69.0,-0.7853336435551768,-1.088023165343246,-3.026064066406604,-4.342371793886564,-4.099425970758585,-3.6349756101420483,-2.318253548649177,-1.7505102051541175,-1.4889409559144875,-4.148542920646653
70.0,0.9623683066985844,0.6486764808933787,-2.061636409365778,-0.7161985149497241,-2.0473597312548235,-1.538921202968309,-0.5889099907894733,0.021270831052188743,-1.4630156643132666,-3.6263362284115357
71.0,-0.006011111007035108,0.44279738899484977,-2.265917420727286,-0.9319123286710858,-2.2430711624342328,-1.5375523953497174,-0.8879960724128664,-0.9228226101287451,-1.3180916661674773,-4.886753351915998
72.0,-0.7423397330821808,0.2598934840239606,-2.4134421027115804,-1.082561669770666,-2.2369468496099945,-1.6540303551185105,-1.1137879953072163,-1.681629318704452,-1.2387894825614338,-5.4483866173429805
73.0,0.7348557357370582,0.4041329366591071,-2.1447111335938347,-2.2857973758940844,-3.329940502016549,-2.282578647651939,-1.9775200800857025,-0.3599331696728425,-2.8919815930768786,-1.9990684079430114
74.0,0.6048889301798095,0.023880552574336855,-2.2699906120344266,-2.8147341424968926,-3.3544446534972727,-2.7228389429104145,-2.3853900194879674,-0.4584509885462511,-3.2571221920317153,-2.149901066434947
75.0,0.13831095217991685,-0.5337735602369926,-2.1697806548545,-2.799722703215517,-2.6335654273807974,-2.341213218207506,-2.44167449860599,-0.9307057582161027,-3.6557220705260747,-2.6363527077901114
