"Time","R","P","S"
432,0.377563733946713,0.332279087598237,0.290157178455051
433,0.379583033788641,0.328780254013899,0.29163671219746
434,0.379885332059245,0.326373626373626,0.293741041567129
435,0.3805838230376,0.32315703979743,0.296259137164971
436,0.383060864591774,0.31943186692722,0.297507268481007
437,0.38310234795447,0.317902557508215,0.298995094537315
438,0.383364334430295,0.316068107025326,0.300567558544379
439,0.383067016455998,0.312807059384689,0.304125924159313
440,0.382483423174164,0.309783904975433,0.307732671850403
441,0.381728654747108,0.307629792523186,0.310641552729706
442,0.381148325358852,0.305502392344498,0.313349282296651
443,0.382399387471886,0.305594104416902,0.312006508111212
444,0.378710141452889,0.306065691680652,0.315224166866459
445,0.376560631427888,0.304998804113848,0.318440564458264
446,0.374382582841797,0.303457536085935,0.322159881072268
447,0.371890129907483,0.30358084463832,0.324529025454197
448,0.36973419057672,0.303473754917954,0.326792054505326
449,0.368106375854977,0.302960730855694,0.328932893289329
450,0.366247670028199,0.301725373990346,0.332026955981456
451,0.364374403056351,0.301050620821394,0.334574976122254
452,0.361579498904449,0.300371534724207,0.338048966371344
453,0.361298019565736,0.299021713194942,0.339680267239322
454,0.360615031993124,0.297727055677586,0.34165791232929
455,0.360028619127117,0.297400429286907,0.342570951585977
456,0.358348431391246,0.295794793553924,0.34585677505483
457,0.358387590961318,0.294475296821141,0.347137112217541
458,0.356451767410672,0.294041574863493,0.349506657725836
459,0.353653864572359,0.295182453787951,0.35116368163969
460,0.352725016703255,0.29521809678343,0.352056886513315
461,0.350872162485066,0.294480286738351,0.354647550776583
462,0.348775930628084,0.293968284386528,0.357255784985388
463,0.345592108413542,0.29454580280611,0.359862088780348
464,0.342683452204299,0.294576611938155,0.362739935857546
465,0.339475447496889,0.296257298746052,0.364267253757059
466,0.338252853799494,0.296030949992836,0.365716196207671
467,0.333922852636107,0.297261125185221,0.368816022178672
468,0.330156601695321,0.297974234950433,0.371869163354245
469,0.328396836808052,0.298058950395399,0.373544212796549
470,0.32561595244943,0.299971239574346,0.374412807976225
471,0.323567366056493,0.299813602255891,0.376619031687617
472,0.319528893570163,0.301527265763394,0.378943840666443
473,0.318919695446057,0.301393477948571,0.379686826605373
474,0.316963645917929,0.300673577604739,0.382362776477332
475,0.314863382766678,0.302656048829336,0.382480568403986
476,0.312571756601607,0.303434749330272,0.383993494068121
477,0.309999520866274,0.305160270231422,0.384840208902305
478,0.307710739445057,0.306081372502037,0.386207888052907
479,0.305544896392939,0.308470836531082,0.385984267075978
480,0.303945982185614,0.309692558184082,0.386361459630304
481,0.300354202565575,0.312081179398813,0.387564618035612
482,0.299644367550942,0.314926951172626,0.385428681276432
483,0.296623601171894,0.317756111618078,0.385620287210028
484,0.297132719601074,0.318229766014576,0.38463751438435
485,0.293780962916647,0.32158145351354,0.384637583569814
486,0.293581960104076,0.322781150621567,0.383636889274357
487,0.292938518482911,0.32384752199202,0.383213959525068
488,0.291354106558954,0.32713021734949,0.381515676091556
489,0.29068478627536,0.327598669943617,0.381716543781023
490,0.289785308558775,0.328487532492539,0.381727158948686
491,0.288341781317886,0.33323678493845,0.378421433743664
492,0.290074131125445,0.334889766053721,0.375036102820834
493,0.28888140809849,0.338847744541695,0.372270847359815
494,0.288048440578596,0.340621846316498,0.371329713104907
495,0.28797620190001,0.341905767200844,0.370118030899146
496,0.287860605769692,0.345893534296549,0.366245859933759
497,0.286777772441285,0.347965995869555,0.36525623168916
498,0.284665226781857,0.351187904967603,0.36414686825054
499,0.283965434469515,0.353480556889102,0.362554008641383
500,0.283081512847657,0.358338947165817,0.358579539986527
501,0.284329253659707,0.36193904487641,0.353731701463883
502,0.283941151099823,0.365984568936598,0.350074279963579
503,0.286619312727971,0.368736801689384,0.344643885582645
504,0.285755313038484,0.373157189354777,0.341087497606739
505,0.286057345948802,0.374861918255607,0.339080735795591
506,0.288212124123355,0.378230377557883,0.333557498318763
507,0.289607279693487,0.381273946360153,0.32911877394636
508,0.29116051279589,0.383780669323474,0.325058817880636
509,0.292018326501085,0.385869303110682,0.322112370388232
510,0.291704824793946,0.390514291222827,0.317780883983227
511,0.29258758807065,0.392819225943442,0.314593185985909
512,0.293978691606807,0.395989008340163,0.31003230005303
513,0.295486362539223,0.39705527395607,0.307458363504707
514,0.297365119196989,0.398658430653412,0.303976450149599
515,0.300529100529101,0.399230399230399,0.3002405002405
516,0.302305392109578,0.400983891193209,0.296710716697212
517,0.302521818795506,0.403491007280968,0.293987173923526
518,0.3028508138303,0.405807570066455,0.291341616103246
519,0.305213315939508,0.405759288785814,0.289027395274677
520,0.307124239791486,0.406747755574862,0.286128004633652
521,0.308747773337827,0.40662462086563,0.284627605796543
522,0.312234863092943,0.406141534901658,0.281623602005399
523,0.316925443445657,0.403691775224727,0.279382781329616
524,0.32084917922303,0.403311991527464,0.275838829249507
525,0.323295591423753,0.404336304504939,0.272368104071308
526,0.325647443920285,0.404303456243381,0.270049099836334
527,0.329410069177556,0.40315142198309,0.267438508839354
528,0.33232221098753,0.400356300255188,0.267321488757283
529,0.335286771063503,0.397828801998271,0.266884426938227
530,0.339167545794572,0.394456698954637,0.266375755250791
